2025-08-28 12:22:55 [INFO] Initializing Ollama connection manager...
2025-08-28 12:22:55 [WARNING] HostHealthMonitor initialized with empty host list
2025-08-28 12:22:55 [INFO] Setting up connections...
2025-08-28 12:22:55 [INFO] Multi-GPU configuration: 4 instances
2025-08-28 12:22:55 [INFO] Initialized with 4 hosts
2025-08-28 12:22:55 [INFO] Waiting for Ollama services to start...
2025-08-28 12:22:55 [INFO] Checking host 1/4: http://127.0.0.1:39001
2025-08-28 12:22:55 [INFO] Host http://127.0.0.1:39001 is ready
2025-08-28 12:22:55 [INFO] Checking host 2/4: http://127.0.0.1:39002
2025-08-28 12:22:55 [INFO] Host http://127.0.0.1:39002 is ready
2025-08-28 12:22:55 [INFO] Checking host 3/4: http://127.0.0.1:39003
2025-08-28 12:22:55 [INFO] Host http://127.0.0.1:39003 is ready
2025-08-28 12:22:55 [INFO] Checking host 4/4: http://127.0.0.1:39004
2025-08-28 12:22:55 [INFO] Host http://127.0.0.1:39004 is ready
2025-08-28 15:00:59 [WARNING] Invalid JSON response for 0430694A3F3880
2025-08-28 15:01:11 [WARNING] Invalid JSON response for 0430E24A3F3880
2025-08-28 15:01:40 [WARNING] Invalid JSON response for 0431C94A3F3880
2025-08-28 15:01:48 [WARNING] Invalid JSON response for 0431F94A3F3880
2025-08-28 15:01:56 [WARNING] Invalid JSON response for 0432674A3F3880
2025-08-28 15:02:02 [WARNING] Invalid JSON response for 0432C64A3F3880
2025-08-28 15:02:40 [WARNING] Invalid JSON response for 0433B94A3F3880
2025-08-28 15:02:48 [WARNING] Invalid JSON response for 0434344A3F3880
2025-08-28 15:03:03 [WARNING] Invalid JSON response for 0434894A3F3880
2025-08-28 15:03:19 [WARNING] Invalid JSON response for 0434C3523F3880
2025-08-28 15:04:02 [WARNING] Invalid JSON response for 0436014A3F3884
2025-08-28 15:04:08 [WARNING] Invalid JSON response for 0436404A3F3880
2025-08-28 15:04:16 [WARNING] Invalid JSON response for 0436704A3F3880
2025-08-28 15:05:24 [WARNING] Invalid JSON response for 043A3D4A3F3880
2025-08-28 15:05:51 [WARNING] Invalid JSON response for 043AD44A3F3880
2025-08-28 15:06:27 [WARNING] Invalid JSON response for 043BF84A3F3880
2025-08-28 15:06:33 [WARNING] Invalid JSON response for 043C364A3F3880
2025-08-28 15:06:39 [WARNING] Invalid JSON response for 043C4F4A3F3880
2025-08-28 15:06:48 [WARNING] Invalid JSON response for 043CAA4A3F3880
2025-08-28 15:07:28 [WARNING] Invalid JSON response for 043DBA523F3880
2025-08-28 15:09:51 [WARNING] Invalid JSON response for 044269523F3880
2025-08-28 15:10:00 [WARNING] Invalid JSON response for 04428C523F3880
2025-08-28 15:11:48 [WARNING] Invalid JSON response for 0444C7523F3880
2025-08-28 15:11:51 [WARNING] Invalid JSON response for 0444BC523F3880
2025-08-28 15:12:06 [WARNING] Invalid JSON response for 044558523F3880
2025-08-28 15:12:15 [WARNING] Invalid JSON response for 044594523F3880
2025-08-28 15:12:36 [WARNING] Invalid JSON response for 044644523F3880
2025-08-28 15:13:11 [WARNING] Invalid JSON response for 0446E04A3F3880
2025-08-28 15:13:17 [WARNING] Invalid JSON response for 0446E14A3F3880
2025-08-28 15:13:25 [WARNING] Invalid JSON response for 044711523F3884
2025-08-28 15:13:26 [WARNING] Invalid JSON response for 044712523F3884
2025-08-28 15:13:54 [WARNING] Invalid JSON response for 044782523F3880
2025-08-28 15:14:29 [WARNING] Invalid JSON response for 04482B523F3880
2025-08-28 15:14:33 [WARNING] Invalid JSON response for 04484C4A3F3880
2025-08-28 15:14:44 [WARNING] Invalid JSON response for 04487C4A3F3880
2025-08-28 15:14:59 [WARNING] Invalid JSON response for 0448D14A3F3880
2025-08-28 15:15:29 [WARNING] Invalid JSON response for 0449BB523F3880
2025-08-28 15:15:34 [WARNING] Invalid JSON response for 0449D3523F3880
2025-08-28 15:16:00 [WARNING] Invalid JSON response for 044A4F523F3880
2025-08-28 15:16:14 [WARNING] Invalid JSON response for 044A894A3F3880
2025-08-28 15:16:24 [WARNING] Invalid JSON response for 044AEA523F3880
2025-08-28 15:16:40 [WARNING] Invalid JSON response for 044B2C4A3F3880
2025-08-28 15:17:18 [WARNING] Invalid JSON response for 044BC6523F3880
2025-08-28 15:17:23 [WARNING] Invalid JSON response for 044BC94A3F3880
2025-08-28 15:17:29 [WARNING] Invalid JSON response for 044BD44A3F3880
2025-08-28 15:17:46 [WARNING] Invalid JSON response for 044C2E4A3F3880
2025-08-28 15:17:58 [WARNING] Invalid JSON response for 044C66523F3880
2025-08-28 15:18:01 [WARNING] Invalid JSON response for 044C67523F3880
2025-08-28 15:18:04 [WARNING] Invalid JSON response for 044C72523F3880
2025-08-28 15:19:06 [WARNING] Invalid JSON response for 044DAB523F3880
2025-08-28 15:19:14 [WARNING] Invalid JSON response for 044DCD4A3F3880
2025-08-28 15:19:18 [WARNING] Invalid JSON response for 044DC3523F3880
2025-08-28 15:20:01 [WARNING] Invalid JSON response for 044E9A4A3F3880
2025-08-28 15:20:19 [WARNING] Invalid JSON response for 044EE34A3F3880
2025-08-28 15:20:36 [WARNING] Invalid JSON response for 044F474A3F3880
2025-08-28 15:20:43 [WARNING] Invalid JSON response for 044F534A3F3880
2025-08-28 15:21:43 [WARNING] Invalid JSON response for 0450414A3F3880
2025-08-28 15:21:51 [WARNING] Invalid JSON response for 04506C4A3F3880
2025-08-28 15:22:07 [WARNING] Invalid JSON response for 045083523F3880
2025-08-28 15:22:08 [WARNING] Invalid JSON response for 04509D4A3F3880
2025-08-28 15:22:57 [WARNING] Invalid JSON response for 045129523F3880
2025-08-28 15:23:57 [WARNING] Invalid JSON response for 0452394A3F3880
2025-08-28 15:24:46 [WARNING] Invalid JSON response for 04531D523F3880
2025-08-28 15:25:14 [WARNING] Invalid JSON response for 045394523F3880
2025-08-28 15:25:15 [WARNING] Invalid JSON response for 0453974A3F3880
2025-08-28 15:25:36 [WARNING] Invalid JSON response for 0453DD523F3880
2025-08-28 15:25:55 [WARNING] Invalid JSON response for 04543E523F3880
2025-08-28 15:26:37 [WARNING] Invalid JSON response for 0454C1523F3880
2025-08-28 15:26:50 [WARNING] Invalid JSON response for 0454F1523F3880
2025-08-28 15:27:13 [WARNING] Invalid JSON response for 04553E523F3880
2025-08-28 15:27:20 [WARNING] Invalid JSON response for 04554C4A3F3880
2025-08-28 15:27:41 [WARNING] Invalid JSON response for 0455854A3F3880
2025-08-28 15:29:22 [WARNING] Invalid JSON response for 0457084A3F3884
2025-08-28 15:29:43 [WARNING] Invalid JSON response for 045738523F3880
2025-08-28 15:30:01 [WARNING] Invalid JSON response for 04576A523F3880
2025-08-28 15:30:48 [WARNING] Invalid JSON response for 04580B4A3F3884
2025-08-28 15:31:09 [WARNING] Invalid JSON response for 045845523F3880
2025-08-28 15:31:10 [WARNING] Invalid JSON response for 04582F4A3F3880
2025-08-28 15:31:22 [WARNING] Invalid JSON response for 045850523F3880
2025-08-28 15:32:21 [WARNING] Invalid JSON response for 04590A4A3F3884
2025-08-28 15:32:27 [WARNING] Invalid JSON response for 0459164A3F3884
2025-08-28 15:32:52 [WARNING] Invalid JSON response for 0459594A3F3880
2025-08-28 15:33:23 [WARNING] Invalid JSON response for 0459DF4A3F3880
2025-08-28 15:33:50 [WARNING] Invalid JSON response for 045A414A3F3880
2025-08-28 15:34:20 [WARNING] Invalid JSON response for 045AC14A3F3880
2025-08-28 15:34:49 [WARNING] Invalid JSON response for 045C534A3F3880
2025-08-28 15:36:09 [WARNING] Invalid JSON response for 045CBA4A3F3880
2025-08-28 15:36:32 [WARNING] Invalid JSON response for 045D194A3F3880
2025-08-28 15:36:57 [WARNING] Invalid JSON response for 045D854A3F3880
2025-08-28 15:37:06 [WARNING] Invalid JSON response for 045DA54A3F3880
2025-08-28 15:37:34 [WARNING] Invalid JSON response for 045E04523F3884
2025-08-28 15:37:40 [WARNING] Invalid JSON response for 045E174A3F3884
2025-08-28 15:38:23 [WARNING] Invalid JSON response for 045E6C4A3F3880
2025-08-28 15:39:42 [WARNING] Invalid JSON response for 045F21523F3880
2025-08-28 15:39:50 [WARNING] Invalid JSON response for 045F20523F3880
2025-08-28 15:39:53 [WARNING] Invalid JSON response for 045F394A3F3880
2025-08-28 15:40:23 [WARNING] Invalid JSON response for 045F76523F3880
2025-08-28 15:40:43 [WARNING] Invalid JSON response for 045FAA4A3F3880
2025-08-28 15:40:54 [WARNING] Invalid JSON response for 045FC24A3F3880
2025-08-28 15:41:41 [WARNING] Invalid JSON response for 0460514A3F3880
2025-08-28 15:42:09 [WARNING] Invalid JSON response for 0460954A3F3880
2025-08-28 15:43:22 [WARNING] Invalid JSON response for 046159523F3880
2025-08-28 15:43:31 [WARNING] Invalid JSON response for 04617D523F3880
2025-08-28 15:44:12 [WARNING] Invalid JSON response for 0461EA4A3F3880
2025-08-28 15:44:36 [WARNING] Invalid JSON response for 046222523F3884
2025-08-28 15:44:58 [WARNING] Invalid JSON response for 046257523F3880
2025-08-28 15:46:43 [WARNING] Invalid JSON response for 0464064A3F3884
2025-08-28 15:46:58 [WARNING] Invalid JSON response for 04642B4A3F3880
2025-08-28 15:47:10 [WARNING] Invalid JSON response for 0464774A3F3880
2025-08-28 15:47:33 [WARNING] Invalid JSON response for 0464EE4A3F3880
2025-08-28 15:48:21 [WARNING] Invalid JSON response for 0465A44A3F3880
2025-08-28 15:49:11 [WARNING] Invalid JSON response for 0466814A3F3880
2025-08-28 15:49:29 [WARNING] Invalid JSON response for 0466FC4A3F3880
2025-08-28 15:49:31 [WARNING] Invalid JSON response for 0466FD4A3F3880
2025-08-28 15:50:34 [WARNING] Invalid JSON response for 04690F4A3F3884
2025-08-28 15:52:05 [WARNING] Invalid JSON response for 046C5F4A3F3880
2025-08-28 15:52:34 [WARNING] Invalid JSON response for 046D1A4A3F3884
2025-08-28 15:53:39 [WARNING] Invalid JSON response for 046EB44A3F3880
2025-08-28 15:53:43 [WARNING] Invalid JSON response for 046EBF4A3F3880
2025-08-28 15:55:17 [WARNING] Invalid JSON response for 04714B4A3F3880
2025-08-28 15:55:22 [WARNING] Invalid JSON response for 047156523F3880
2025-08-28 15:55:39 [WARNING] Invalid JSON response for 0471AA523F3880
2025-08-28 15:55:47 [WARNING] Invalid JSON response for 0471AB523F3880
2025-08-28 15:55:52 [WARNING] Invalid JSON response for 0471E7523F3880
2025-08-28 15:55:56 [WARNING] Invalid JSON response for 0471CE523F3880
2025-08-28 15:55:56 [WARNING] Invalid JSON response for 0471F54A3F3880
2025-08-28 15:55:57 [WARNING] Invalid JSON response for 0471F3523F3880
2025-08-28 15:56:47 [WARNING] Invalid JSON response for 0472FD523F3880
2025-08-28 15:57:02 [WARNING] Invalid JSON response for 0473BC4A3F3880
2025-08-28 15:57:33 [WARNING] Invalid JSON response for 04743C4A3F3880
2025-08-28 15:57:33 [WARNING] Invalid JSON response for 0474474A3F3880
2025-08-28 15:57:34 [WARNING] Invalid JSON response for 04742F4A3F3880
2025-08-28 15:57:58 [WARNING] Invalid JSON response for 04748F4A3F3880
2025-08-28 15:59:01 [WARNING] Invalid JSON response for 04757E523F3880
2025-08-28 15:59:26 [WARNING] Invalid JSON response for 0475C7523F3880
2025-08-28 16:00:28 [WARNING] Invalid JSON response for 0477064A3F3884
2025-08-28 16:00:30 [WARNING] Invalid JSON response for 0477054A3F3884
2025-08-28 16:00:41 [WARNING] Invalid JSON response for 04772B4A3F3880
2025-08-28 16:00:42 [WARNING] Invalid JSON response for 04772A4A3F3880
2025-08-28 16:01:51 [WARNING] Invalid JSON response for 0478514A3F3880
2025-08-28 16:01:54 [WARNING] Invalid JSON response for 0478524A3F3880
2025-08-28 16:01:55 [WARNING] Invalid JSON response for 0478694A3F3880
2025-08-28 16:02:07 [WARNING] Invalid JSON response for 047876523F3880
2025-08-28 16:02:46 [WARNING] Invalid JSON response for 0478EE523F3880
2025-08-28 16:03:17 [WARNING] Invalid JSON response for 0479A84A3F3880
2025-08-28 16:03:21 [WARNING] Invalid JSON response for 0479A94A3F3880
2025-08-28 16:03:56 [WARNING] Invalid JSON response for 047A354A3F3880
2025-08-28 16:04:17 [WARNING] Invalid JSON response for 047A814A3F3880
2025-08-28 16:05:28 [WARNING] Invalid JSON response for 047C0D4A3F3884
2025-08-28 16:07:05 [WARNING] Invalid JSON response for 047E834A3F3880
2025-08-28 16:07:20 [WARNING] Invalid JSON response for 047EB54A3F3880
2025-08-28 16:07:23 [WARNING] Invalid JSON response for 047EC04A3F3880
2025-08-28 16:07:33 [WARNING] Invalid JSON response for 047EE94A3F3880
2025-08-28 16:08:46 [WARNING] Invalid JSON response for 047FBD4A3F3880
2025-08-28 16:09:27 [WARNING] Invalid JSON response for 0480304A3F3880
2025-08-28 16:10:21 [WARNING] Invalid JSON response for 0481014A3F3884
2025-08-28 16:10:56 [WARNING] Invalid JSON response for 0481964A3F3880
2025-08-28 16:11:17 [WARNING] Invalid JSON response for 0481D14A3F3880
2025-08-28 16:11:34 [WARNING] Invalid JSON response for 0482144A3F3884
2025-08-28 16:13:10 [WARNING] Invalid JSON response for 048310523F3884
2025-08-28 16:13:19 [WARNING] Invalid JSON response for 04831C523F3884
2025-08-28 16:13:43 [WARNING] Invalid JSON response for 0483A4523F3880
2025-08-28 16:14:35 [WARNING] Invalid JSON response for 0484CB523F3880
2025-08-28 16:15:25 [WARNING] Invalid JSON response for 04860A523F3884
2025-08-28 16:15:56 [WARNING] Invalid JSON response for 048705523F3884
2025-08-28 16:16:08 [WARNING] Invalid JSON response for 048769523F3880
2025-08-28 16:16:14 [WARNING] Invalid JSON response for 048782523F3880
2025-08-28 16:17:01 [WARNING] Invalid JSON response for 048925523F3880
2025-08-28 16:17:04 [WARNING] Invalid JSON response for 048931523F3880
2025-08-28 16:17:15 [WARNING] Invalid JSON response for 048A1B523F3880
2025-08-28 16:18:18 [WARNING] Invalid JSON response for 048BFA523F3880
2025-08-28 16:19:20 [WARNING] Invalid JSON response for 048DDC523F3880
2025-08-28 16:19:23 [WARNING] Invalid JSON response for 048DDB523F3880
2025-08-28 16:19:29 [WARNING] Invalid JSON response for 048DF4523F3880
2025-08-28 16:19:47 [WARNING] Invalid JSON response for 048E76523F3880
2025-08-28 16:20:04 [WARNING] Invalid JSON response for 048EF9523F3880
2025-08-28 16:20:15 [WARNING] Invalid JSON response for 049011523F3880
2025-08-28 16:20:33 [WARNING] Invalid JSON response for 049162523F3880
2025-08-28 16:20:47 [WARNING] Invalid JSON response for 0491D9523F3880
2025-08-28 16:20:58 [WARNING] Invalid JSON response for 0491F1523F3880
2025-08-28 16:20:59 [WARNING] Invalid JSON response for 049231523F3880
2025-08-28 16:21:19 [WARNING] Invalid JSON response for 049311523F3884
2025-08-28 16:21:51 [WARNING] Invalid JSON response for 049516523F3880
2025-08-28 16:22:00 [WARNING] Invalid JSON response for 049571523F3880
2025-08-28 16:22:16 [WARNING] Invalid JSON response for 049604523F3884
2025-08-28 16:24:36 [WARNING] Invalid JSON response for 049B29523F3884
2025-08-28 16:25:01 [WARNING] Invalid JSON response for 049BD1523F3880
2025-08-28 16:25:01 [WARNING] Invalid JSON response for 049BD2523F3880
2025-08-28 16:25:07 [WARNING] Invalid JSON response for 049BDE523F3880
2025-08-28 16:25:31 [WARNING] Invalid JSON response for 049C2D523F3880
2025-08-28 16:25:48 [WARNING] Invalid JSON response for 049CA4523F3880
2025-08-28 16:26:04 [WARNING] Invalid JSON response for 049CE88ABF3180
2025-08-28 16:26:20 [WARNING] Invalid JSON response for 049D23523F3884
2025-08-28 16:26:23 [WARNING] Invalid JSON response for 049D86523F3880
2025-08-28 16:26:36 [WARNING] Invalid JSON response for 049D7B523F3880
2025-08-28 16:27:28 [WARNING] Invalid JSON response for 04A055523F3880
2025-08-28 16:27:35 [WARNING] Invalid JSON response for 04A02F523F3880
2025-08-28 16:27:46 [WARNING] Invalid JSON response for 04A0D6523F3880
2025-08-28 16:27:50 [WARNING] Invalid JSON response for 04A10A523F3880
2025-08-28 16:28:01 [WARNING] Invalid JSON response for 04A10B523F3880
2025-08-28 16:28:31 [WARNING] Invalid JSON response for 04A205523F3884
2025-08-28 16:28:56 [WARNING] Invalid JSON response for 04A300523F3884
2025-08-28 16:29:35 [WARNING] Invalid JSON response for 04A47D523F3880
2025-08-28 16:30:22 [WARNING] Invalid JSON response for 04A5B0523F3880
2025-08-28 16:30:25 [WARNING] Invalid JSON response for 04A618523F3880
2025-08-28 16:30:35 [WARNING] Invalid JSON response for 04A654523F3880
2025-08-28 16:31:08 [WARNING] Invalid JSON response for 04A748523F3880
2025-08-28 16:32:05 [WARNING] Invalid JSON response for 04A94E523F3880
2025-08-28 16:32:06 [WARNING] Invalid JSON response for 04A959523F3880
2025-08-28 16:33:15 [WARNING] Invalid JSON response for 04ABAE8ABF3180
2025-08-28 16:33:46 [WARNING] Invalid JSON response for 04AC9D523F3880
2025-08-28 16:33:53 [WARNING] Invalid JSON response for 04ACE5523F3880
2025-08-28 16:34:38 [WARNING] Invalid JSON response for 04AE4B523F3880
2025-08-28 16:35:05 [WARNING] Invalid JSON response for 04AF60523F3880
2025-08-28 16:35:28 [WARNING] Invalid JSON response for 04B039523F3880
2025-08-28 16:35:33 [WARNING] Invalid JSON response for 04B069523F3880
2025-08-28 16:36:22 [WARNING] Invalid JSON response for 04B210523F3880
2025-08-28 16:37:12 [WARNING] Invalid JSON response for 04B3A4523F3880
2025-08-28 16:37:20 [WARNING] Invalid JSON response for 04B3B0523F3880
2025-08-28 16:38:42 [WARNING] Invalid JSON response for 04B544523F3880
2025-08-28 16:38:56 [WARNING] Invalid JSON response for 04B574523F3880
2025-08-28 16:39:21 [WARNING] Invalid JSON response for 04B5EC523F3880
2025-08-28 16:39:35 [WARNING] Invalid JSON response for 04B618523F3880
2025-08-28 16:39:40 [WARNING] Invalid JSON response for 04B63B523F3880
2025-08-28 16:39:40 [WARNING] Invalid JSON response for 04B633523F3880
2025-08-28 16:40:16 [WARNING] Invalid JSON response for 04B6D7523F3880
2025-08-28 16:40:52 [WARNING] Invalid JSON response for 04B757523F3880
2025-08-28 16:40:58 [WARNING] Invalid JSON response for 04B763523F3880
2025-08-28 16:42:04 [WARNING] Invalid JSON response for 04B880523F3880
2025-08-28 16:42:49 [WARNING] Invalid JSON response for 04B953523F3880
2025-08-28 16:42:49 [WARNING] Invalid JSON response for 04B954523F3880
2025-08-28 16:43:05 [WARNING] Invalid JSON response for 04B9A4523F3880
2025-08-28 16:43:08 [WARNING] Invalid JSON response for 04B9B3523F3880
2025-08-28 16:44:55 [WARNING] Invalid JSON response for 04BB79523F3880
2025-08-28 16:45:42 [WARNING] Invalid JSON response for 04BC8C523F3880
2025-08-28 16:45:49 [WARNING] Invalid JSON response for 04BCAA8ABF3180
2025-08-28 16:45:55 [WARNING] Invalid JSON response for 04BCE0523F3880
2025-08-28 16:48:23 [WARNING] Invalid JSON response for 04C3F6523F3880
2025-08-28 16:48:28 [WARNING] Invalid JSON response for 04C40E523F3880
2025-08-28 16:49:38 [WARNING] Invalid JSON response for 04C552523F3880
2025-08-28 16:50:57 [WARNING] Invalid JSON response for 04C70E8ABF3184
2025-08-28 16:51:56 [WARNING] Invalid JSON response for 04C83D523F3880
2025-08-28 16:52:01 [WARNING] Invalid JSON response for 04C84A523F3880
2025-08-28 16:52:01 [WARNING] Invalid JSON response for 04C832523F3880
2025-08-28 16:52:07 [WARNING] Invalid JSON response for 04C89E523F3880
2025-08-28 16:53:47 [WARNING] Invalid JSON response for 04CC2F523F3880
2025-08-28 16:54:00 [WARNING] Invalid JSON response for 04CCA6523F3880
2025-08-28 16:54:21 [WARNING] Invalid JSON response for 04CCFA523F3880
2025-08-28 16:54:35 [WARNING] Invalid JSON response for 04CDD48ABF3180
2025-08-28 16:54:50 [WARNING] Invalid JSON response for 04D00D523F3884
2025-08-28 16:55:01 [WARNING] Invalid JSON response for 04D028523F3880
2025-08-28 16:56:59 [WARNING] Invalid JSON response for 04D3EA523F3880
2025-08-28 16:57:02 [WARNING] Invalid JSON response for 04D3F5523F3880
2025-08-28 16:58:03 [WARNING] Invalid JSON response for 04D51E523F3880
2025-08-28 17:00:17 [WARNING] Invalid JSON response for 04D845523F3880
2025-08-28 17:01:20 [WARNING] Invalid JSON response for 04D924523F3884
2025-08-28 17:01:22 [WARNING] Invalid JSON response for 04D934523F3880
2025-08-28 17:01:28 [WARNING] Invalid JSON response for 04D940523F3880
2025-08-28 17:03:36 [WARNING] Invalid JSON response for 04DCA0523F3880
2025-08-28 17:05:23 [WARNING] Invalid JSON response for 04E109523F3884
2025-08-28 17:06:06 [WARNING] Invalid JSON response for 04E1C1523F3880
2025-08-28 17:06:12 [WARNING] Invalid JSON response for 04E1CC523F3880
2025-08-28 17:07:11 [WARNING] Invalid JSON response for 04E2F0523F3880
2025-08-28 17:08:12 [WARNING] Invalid JSON response for 04E5B2523F3880
2025-08-28 17:08:31 [WARNING] Invalid JSON response for 04E61B523F3884
2025-08-28 17:08:32 [WARNING] Invalid JSON response for 04E620523F3880
2025-08-28 17:09:28 [WARNING] Invalid JSON response for 04EA1F523F3880
2025-08-28 17:10:19 [WARNING] Invalid JSON response for 04ED29523F3880
2025-08-28 17:10:57 [WARNING] Invalid JSON response for 04F2AD523F3880
2025-08-28 17:12:39 [WARNING] Invalid JSON response for 04F7B3523F3880
2025-08-28 17:12:49 [WARNING] Invalid JSON response for 04F801523F3884
2025-08-28 17:12:55 [WARNING] Invalid JSON response for 04F828523F3880
2025-08-28 17:12:55 [WARNING] Invalid JSON response for 04F841523F3880
2025-08-28 17:15:51 [WARNING] Invalid JSON response for 04FDF1523F3880
2025-08-28 17:17:03 [WARNING] Invalid JSON response for 0402A2523F3881
2025-08-28 17:18:12 [WARNING] Invalid JSON response for 0408A24A3F3880
2025-08-28 17:18:41 [WARNING] Invalid JSON response for 040A7C523F3880
2025-08-28 17:18:48 [WARNING] Invalid JSON response for 040A7A523F3880
2025-08-28 17:19:06 [WARNING] Invalid JSON response for 040AA3523F3880
2025-08-28 17:19:12 [WARNING] Invalid JSON response for 040ABE523F3880
2025-08-28 17:20:00 [WARNING] Invalid JSON response for 040C944A3F3880
2025-08-28 17:20:02 [WARNING] Invalid JSON response for 040CA64A3F3880
2025-08-28 17:20:59 [WARNING] Invalid JSON response for 040E8A523F3880
2025-08-28 17:21:02 [WARNING] Invalid JSON response for 040E96523F3880
2025-08-28 17:21:06 [WARNING] Invalid JSON response for 040EA1523F3880
2025-08-28 17:21:08 [WARNING] Invalid JSON response for 040E9A4A3F3880
2025-08-28 17:21:25 [WARNING] Invalid JSON response for 040EC5523F3880
2025-08-28 17:21:46 [WARNING] Invalid JSON response for 040F9D4A3F3880
2025-08-28 17:22:23 [WARNING] Invalid JSON response for 041093523F3880
2025-08-28 17:22:39 [WARNING] Invalid JSON response for 0410BB4A3F3880
2025-08-28 17:22:46 [WARNING] Invalid JSON response for 0410CF523F3880
2025-08-28 17:22:55 [WARNING] Invalid JSON response for 041170523F3880
2025-08-28 17:23:04 [WARNING] Invalid JSON response for 04118E4A3F3880
2025-08-28 17:23:10 [WARNING] Invalid JSON response for 0411934A3F3880
2025-08-28 17:23:31 [WARNING] Invalid JSON response for 0411C0523F3880
2025-08-28 17:24:32 [WARNING] Invalid JSON response for 04137D523F3880
2025-08-28 17:24:53 [WARNING] Invalid JSON response for 0413B9523F3880
2025-08-28 17:24:59 [WARNING] Invalid JSON response for 0413C54A3F3880
2025-08-28 17:25:03 [WARNING] Invalid JSON response for 0414614A3F3880
2025-08-28 17:25:32 [WARNING] Invalid JSON response for 0414B04A3F3880
2025-08-28 17:25:44 [WARNING] Invalid JSON response for 0414CD4A3F3880
2025-08-28 17:26:14 [WARNING] Invalid JSON response for 0415A64A3F3880
2025-08-28 17:26:19 [WARNING] Invalid JSON response for 0415BB4A3F3880
2025-08-28 17:26:22 [WARNING] Invalid JSON response for 0415B24A3F3880
2025-08-28 17:26:26 [WARNING] Invalid JSON response for 0415CB4A3F3880
2025-08-28 17:26:28 [WARNING] Invalid JSON response for 0415C9523F3880
2025-08-28 17:26:34 [WARNING] Invalid JSON response for 0415D6523F3880
2025-08-28 17:26:51 [WARNING] Invalid JSON response for 0416774A3F3880
2025-08-28 17:27:40 [WARNING] Invalid JSON response for 0418844A3F3880
2025-08-28 17:28:56 [WARNING] Invalid JSON response for 0419924A3F3880
2025-08-28 17:29:02 [WARNING] Invalid JSON response for 0419A64A3F3880
2025-08-28 17:29:02 [WARNING] Invalid JSON response for 0419A74A3F3880
2025-08-28 17:29:12 [WARNING] Invalid JSON response for 0419B34A3F3880
2025-08-28 17:29:14 [WARNING] Invalid JSON response for 0419BE4A3F3880
2025-08-28 17:29:15 [WARNING] Invalid JSON response for 0419BF4A3F3880
2025-08-28 17:29:21 [WARNING] Invalid JSON response for 0419C34A3F3880
2025-08-28 17:29:23 [WARNING] Invalid JSON response for 0419CB4A3F3880
2025-08-28 17:29:35 [WARNING] Invalid JSON response for 0419E24A3F3880
2025-08-28 17:30:14 [WARNING] Invalid JSON response for 041A944A3F3880
2025-08-28 17:30:15 [WARNING] Invalid JSON response for 041AA8523F3880
2025-08-28 17:30:26 [WARNING] Invalid JSON response for 041AA4523F3880
2025-08-28 17:30:37 [WARNING] Invalid JSON response for 041AD04A3F3880
2025-08-28 17:30:43 [WARNING] Invalid JSON response for 041AC54A3F3880
2025-08-28 17:31:20 [WARNING] Invalid JSON response for 041B8E523F3880
2025-08-28 17:32:32 [WARNING] Invalid JSON response for 041C94523F3880
2025-08-28 17:33:22 [WARNING] Invalid JSON response for 041D4D523F3880
2025-08-28 17:34:08 [WARNING] Invalid JSON response for 041DC1523F3880
2025-08-28 17:34:28 [WARNING] Invalid JSON response for 041E4B523F3880
2025-08-28 17:34:33 [WARNING] Invalid JSON response for 041E63523F3880
2025-08-28 17:35:41 [WARNING] Invalid JSON response for 041F4F523F3880
2025-08-28 17:36:02 [WARNING] Invalid JSON response for 041F738ABF3180
2025-08-28 17:36:42 [WARNING] Invalid JSON response for 041FD8523F3880
2025-08-28 17:37:11 [WARNING] Invalid JSON response for 0420784A3F3880
2025-08-28 17:37:18 [WARNING] Invalid JSON response for 04207C523F3880
2025-08-28 17:37:27 [WARNING] Invalid JSON response for 042088523F3880
2025-08-28 17:37:27 [WARNING] Invalid JSON response for 04209B4A3F3880
2025-08-28 17:37:31 [WARNING] Invalid JSON response for 0420A1523F3880
2025-08-28 17:37:59 [WARNING] Invalid JSON response for 0420D64A3F3880
2025-08-28 17:38:59 [WARNING] Invalid JSON response for 0421E24A3F3880
2025-08-28 17:39:14 [WARNING] Invalid JSON response for 042251523F3880
2025-08-28 17:39:24 [WARNING] Invalid JSON response for 04226D523F3880
2025-08-28 17:39:30 [WARNING] Invalid JSON response for 042285523F3880
2025-08-28 17:39:42 [WARNING] Invalid JSON response for 042294523F3880
2025-08-28 17:40:43 [WARNING] Invalid JSON response for 0423C2523F3880
2025-08-28 17:41:05 [WARNING] Invalid JSON response for 0424524A3F3880
2025-08-28 17:42:42 [WARNING] Invalid JSON response for 042678523F3880
2025-08-28 17:42:54 [WARNING] Invalid JSON response for 04268B523F3880
2025-08-28 17:43:05 [WARNING] Invalid JSON response for 0426BF523F3880
2025-08-28 17:43:28 [WARNING] Invalid JSON response for 0426F7523F3880
2025-08-28 17:43:45 [WARNING] Invalid JSON response for 042760523F3880
2025-08-28 17:43:50 [WARNING] Invalid JSON response for 0427844A3F3880
2025-08-28 17:44:08 [WARNING] Invalid JSON response for 0427B5523F3880
2025-08-28 17:44:30 [WARNING] Invalid JSON response for 0427F4523F3880
2025-08-28 17:45:01 [WARNING] Invalid JSON response for 0428934A3F3880
